Название улицы,Длина,Начальные координаты,Конечные координаты
,14.755,"(72.7804159, 40.4777911)","(72.7805873, 40.4777664)"
,182.315,"(72.781413, 40.4793127)","(72.7807155, 40.4777825)"
,81.747,"(72.7797868, 40.4793727)","(72.7788722, 40.4791381)"
,84.62,"(72.7797868, 40.4793727)","(72.7807402, 40.4796034)"
Мичурина улица,316.718,"(72.7797868, 40.4793727)","(72.7792987, 40.4765551)"
Мичурина улица,102.223,"(72.7792987, 40.4765551)","(72.7791299, 40.4756474)"
Мичурина улица,316.7180000000001,"(72.7792987, 40.4765551)","(72.7797868, 40.4793727)"
,69.719,"(72.7792987, 40.4765551)","(72.7784752, 40.4765735)"
,75.42099999999999,"(72.7784752, 40.4765735)","(72.7775847, 40.4765939)"
,69.719,"(72.7784752, 40.4765735)","(72.7792987, 40.4765551)"
Малиновая улица,287.83099999999996,"(72.7784752, 40.4765735)","(72.7788722, 40.4791381)"
,47.117999999999995,"(72.7769571, 40.4765266)","(72.7764057, 40.4764665)"
,54.437999999999995,"(72.7769571, 40.4765266)","(72.7775847, 40.4765939)"
Темирязева улица,232.94999999999993,"(72.7769571, 40.4765266)","(72.7765038, 40.4785234)"
,44.209999999999994,"(72.7764057, 40.4764665)","(72.7764365, 40.476073)"
,47.117999999999995,"(72.7764057, 40.4764665)","(72.7769571, 40.4765266)"
Темирязева улица,230.339,"(72.7764057, 40.4764665)","(72.7765038, 40.4785234)"
,44.209999999999994,"(72.7764365, 40.476073)","(72.7764057, 40.4764665)"
Темирязева улица,6.939,"(72.7765038, 40.4785234)","(72.7764732, 40.4785813)"
Темирязева улица,230.339,"(72.7765038, 40.4785234)","(72.7764057, 40.4764665)"
Темирязева улица,232.95,"(72.7765038, 40.4785234)","(72.7769571, 40.4765266)"
,89.281,"(72.7788722, 40.4791381)","(72.7778562, 40.4789203)"
,81.747,"(72.7788722, 40.4791381)","(72.7797868, 40.4793727)"
Малиновая улица,287.83099999999996,"(72.7788722, 40.4791381)","(72.7784752, 40.4765735)"
,54.438,"(72.7775847, 40.4765939)","(72.7769571, 40.4765266)"
,75.42099999999999,"(72.7775847, 40.4765939)","(72.7784752, 40.4765735)"
Сатиева улица,144.62699999999998,"(72.7775847, 40.4765939)","(72.7776821, 40.4777549)"
Сатиева улица,114.556,"(72.7776821, 40.4777549)","(72.7778664, 40.476904)"
Сатиева улица,144.627,"(72.7776821, 40.4777549)","(72.7775847, 40.4765939)"
Сатиева улица,130.576,"(72.7776821, 40.4777549)","(72.7778562, 40.4789203)"
Сатиева улица,114.55600000000001,"(72.7778664, 40.476904)","(72.7776821, 40.4777549)"
,122.94800000000001,"(72.7778562, 40.4789203)","(72.7764732, 40.4785813)"
,89.281,"(72.7778562, 40.4789203)","(72.7788722, 40.4791381)"
Сатиева улица,130.576,"(72.7778562, 40.4789203)","(72.7776821, 40.4777549)"
,455.79999999999995,"(72.7829299, 40.4740676)","(72.7791279, 40.4756042)"
,163.69400000000002,"(72.7829299, 40.4740676)","(72.7845128, 40.4748706)"
,99.538,"(72.7829299, 40.4740676)","(72.7819146, 40.4736167)"
Мичурина улица,255.914,"(72.7791279, 40.4756042)","(72.7804114, 40.4735915)"
Мичурина улица,4.85,"(72.7791279, 40.4756042)","(72.7791299, 40.4756474)"
,455.7999999999999,"(72.7791279, 40.4756042)","(72.7829299, 40.4740676)"
Мичурина улица,4.85,"(72.7791299, 40.4756474)","(72.7791279, 40.4756042)"
Мичурина улица,102.22299999999998,"(72.7791299, 40.4756474)","(72.7792987, 40.4765551)"
Нижнегорная улица,388.97999999999996,"(72.7791299, 40.4756474)","(72.7759539, 40.4744924)"
Нижнегорная улица,97.203,"(72.7759539, 40.4744924)","(72.7762203, 40.4736519)"
Нижнегорная улица,388.97999999999996,"(72.7759539, 40.4744924)","(72.7791299, 40.4756474)"
,200.651,"(72.7759539, 40.4744924)","(72.7748101, 40.4757168)"
Нижнегорная улица,1178.7339999999997,"(72.7762203, 40.4736519)","(72.7790899, 40.4638268)"
Нижнегорная улица,97.203,"(72.7762203, 40.4736519)","(72.7759539, 40.4744924)"
,91.36500000000001,"(72.7762203, 40.4736519)","(72.7769851, 40.474034)"
Нижнегорная улица,1178.734,"(72.7790899, 40.4638268)","(72.7762203, 40.4736519)"
,81.843,"(72.7769851, 40.474034)","(72.7771738, 40.4747559)"
,172.15800000000002,"(72.7769851, 40.474034)","(72.7788832, 40.4745712)"
,91.36500000000001,"(72.7769851, 40.474034)","(72.7762203, 40.4736519)"
,206.594,"(72.7769851, 40.474034)","(72.7770504, 40.4721912)"
,39.971999999999994,"(72.7788832, 40.4745712)","(72.7790837, 40.4742467)"
,172.15800000000002,"(72.7788832, 40.4745712)","(72.7769851, 40.474034)"
,123.083,"(72.7788832, 40.4745712)","(72.7787403, 40.4756371)"
,135.351,"(72.7790837, 40.4742467)","(72.7804114, 40.4735915)"
,39.971999999999994,"(72.7790837, 40.4742467)","(72.7788832, 40.4745712)"
,111.472,"(72.7790837, 40.4742467)","(72.7795361, 40.4733068)"
Мичурина улица,86.237,"(72.7804114, 40.4735915)","(72.7813889, 40.4735662)"
Мичурина улица,255.91400000000002,"(72.7804114, 40.4735915)","(72.7791279, 40.4756042)"
,135.351,"(72.7804114, 40.4735915)","(72.7790837, 40.4742467)"
,123.083,"(72.7787403, 40.4756371)","(72.7788832, 40.4745712)"
Центральная улица,95.05600000000001,"(72.7746263, 40.4761604)","(72.7735987, 40.4761401)"
Центральная улица,51.763999999999996,"(72.7746263, 40.4761604)","(72.7748101, 40.4757168)"
Цветочная улица,156.443,"(72.7746263, 40.4761604)","(72.7755918, 40.477358)"
Центральная улица,86.74000000000001,"(72.7735987, 40.4761401)","(72.7725766, 40.4761747)"
Центральная улица,95.056,"(72.7735987, 40.4761401)","(72.7746263, 40.4761604)"
Солнечная улица,311.55899999999997,"(72.7735987, 40.4761401)","(72.774193, 40.4736187)"
Центральная улица,48.893,"(72.7725766, 40.4761747)","(72.7719997, 40.4762023)"
Центральная улица,86.74000000000001,"(72.7725766, 40.4761747)","(72.7735987, 40.4761401)"
Подъемная улица,50.051,"(72.7725766, 40.4761747)","(72.7726122, 40.4766239)"
Подъемная улица,359.7439999999999,"(72.7725766, 40.4761747)","(72.7727527, 40.4729556)"
Центральная улица,38.573,"(72.7719997, 40.4762023)","(72.7715455, 40.4762334)"
Центральная улица,48.893,"(72.7719997, 40.4762023)","(72.7725766, 40.4761747)"
Тупиковая улица,145.00500000000002,"(72.7719997, 40.4762023)","(72.7719081, 40.4749014)"
Центральная улица,38.573,"(72.7715455, 40.4762334)","(72.7719997, 40.4762023)"
Центральная улица,47.15,"(72.7715455, 40.4762334)","(72.7710219, 40.4763684)"
Подгорная улица,466.962,"(72.7715455, 40.4762334)","(72.7717744, 40.4721181)"
Нагорная улица,41.945,"(72.7710219, 40.4763684)","(72.7710885, 40.4767422)"
Центральная улица,47.14999999999999,"(72.7710219, 40.4763684)","(72.7715455, 40.4762334)"
Нагорная улица,116.82499999999999,"(72.7710219, 40.4763684)","(72.7707705, 40.4753455)"
Подъемная улица,619.0479999999999,"(72.7715968, 40.4675614)","(72.7727527, 40.4729556)"
Подъемная улица,359.744,"(72.7727527, 40.4729556)","(72.7725766, 40.4761747)"
Подъемная улица,619.0480000000002,"(72.7727527, 40.4729556)","(72.7715968, 40.4675614)"
Солнышка улица,622.2290000000002,"(72.7727527, 40.4729556)","(72.7741632, 40.4691964)"
Подъемная улица,66.286,"(72.7726604, 40.4772188)","(72.7726122, 40.4766239)"
Солнышка улица,522.8729999999999,"(72.774193, 40.4736187)","(72.7741632, 40.4691964)"
Обозная улица,258.627,"(72.774193, 40.4736187)","(72.7745739, 40.4758278)"
Солнечная улица,311.559,"(72.774193, 40.4736187)","(72.7735987, 40.4761401)"
,174.47,"(72.7741632, 40.4691964)","(72.7740457, 40.4707629)"
Солнышка улица,622.2289999999998,"(72.7741632, 40.4691964)","(72.7727527, 40.4729556)"
Солнышка улица,522.873,"(72.7741632, 40.4691964)","(72.774193, 40.4736187)"
Моторная улица,114.77199999999999,"(72.7739524, 40.4764791)","(72.7726122, 40.4766239)"
Подъемная улица,66.286,"(72.7726122, 40.4766239)","(72.7726604, 40.4772188)"
Подъемная улица,50.051,"(72.7726122, 40.4766239)","(72.7725766, 40.4761747)"
Моторная улица,98.405,"(72.7726122, 40.4766239)","(72.7714612, 40.4767314)"
Моторная улица,114.77199999999999,"(72.7726122, 40.4766239)","(72.7739524, 40.4764791)"
Моторная улица,98.405,"(72.7714612, 40.4767314)","(72.7726122, 40.4766239)"
Подгорная улица,466.9620000000001,"(72.7717744, 40.4721181)","(72.7715455, 40.4762334)"
Тупиковая улица,145.005,"(72.7719081, 40.4749014)","(72.7719997, 40.4762023)"
Земляничная улица,41.383,"(72.7755218, 40.4755215)","(72.7754224, 40.4751571)"
Земляничная улица,338.815,"(72.7755218, 40.4755215)","(72.776277, 40.47849)"
Обозная улица,64.402,"(72.7755218, 40.4755215)","(72.7748101, 40.4757168)"
Земляничная улица,41.383,"(72.7754224, 40.4751571)","(72.7755218, 40.4755215)"
Центральная улица,51.763999999999996,"(72.7748101, 40.4757168)","(72.7746263, 40.4761604)"
Обозная улица,26.035,"(72.7748101, 40.4757168)","(72.7745739, 40.4758278)"
Обозная улица,64.402,"(72.7748101, 40.4757168)","(72.7755218, 40.4755215)"
,200.651,"(72.7748101, 40.4757168)","(72.7759539, 40.4744924)"
,245.197,"(72.7745739, 40.4758278)","(72.7746343, 40.4736467)"
Обозная улица,258.627,"(72.7745739, 40.4758278)","(72.774193, 40.4736187)"
Обозная улица,26.035,"(72.7745739, 40.4758278)","(72.7748101, 40.4757168)"
,245.197,"(72.7746343, 40.4736467)","(72.7745739, 40.4758278)"
,69.20400000000001,"(72.774745, 40.4770038)","(72.774125, 40.4772028)"
,28.273,"(72.7741654, 40.4774552)","(72.774125, 40.4772028)"
Калбай Исаков,203.091,"(72.7741654, 40.4774552)","(72.7758984, 40.4785544)"
Калбай Исаков,250.321,"(72.7741654, 40.4774552)","(72.7712237, 40.477701)"
,778.455,"(72.7652802, 40.4691279)","(72.7642449, 40.4759404)"
,213.654,"(72.7642449, 40.4759404)","(72.7625167, 40.4747955)"
,303.683,"(72.7642449, 40.4759404)","(72.7675735, 40.4762252)"
,778.4549999999998,"(72.7642449, 40.4759404)","(72.7652802, 40.4691279)"
,303.68300000000005,"(72.7675735, 40.4762252)","(72.7642449, 40.4759404)"
,303.873,"(72.7675735, 40.4762252)","(72.7710885, 40.4767422)"
,622.964,"(72.7675735, 40.4762252)","(72.7661974, 40.4710615)"
,622.964,"(72.7661974, 40.4710615)","(72.7675735, 40.4762252)"
Калбай Исаков,448.82800000000003,"(72.7758984, 40.4785544)","(72.780902, 40.4798614)"
Калбай Исаков,203.09099999999998,"(72.7758984, 40.4785544)","(72.7741654, 40.4774552)"
Калматова улица,94.50500000000001,"(72.7758984, 40.4785544)","(72.7751911, 40.4791611)"
Калматова улица,823.7900000000001,"(72.7751911, 40.4791611)","(72.7707651, 40.4834273)"
Калматова улица,94.50500000000001,"(72.7751911, 40.4791611)","(72.7758984, 40.4785544)"
,113.876,"(72.7751911, 40.4791611)","(72.7762665, 40.4797689)"
Калматова улица,378.096,"(72.7707651, 40.4834273)","(72.7706685, 40.4868163)"
Калматова улица,823.79,"(72.7707651, 40.4834273)","(72.7751911, 40.4791611)"
,241.481,"(72.7707651, 40.4834273)","(72.7681945, 40.4830185)"
,118.899,"(72.7707651, 40.4834273)","(72.7720641, 40.4838358)"
Ишматова улица,9.462,"(72.7934786, 40.4814836)","(72.7935883, 40.4814669)"
Калбай Исаков,32.444,"(72.7934786, 40.4814836)","(72.7932664, 40.4817266)"
,248.646,"(72.7934786, 40.4814836)","(72.790984, 40.4803051)"
Сыдыкова улица,58.077,"(72.8044878, 40.4812315)","(72.8043979, 40.4817493)"
Ишматова улица,39.149,"(72.8044878, 40.4812315)","(72.8040318, 40.481292)"
Ишматова улица,150.754,"(72.8044878, 40.4812315)","(72.8060296, 40.4805876)"
,77.388,"(72.8023378, 40.481522)","(72.8024208, 40.4822151)"
Ишматова улица,26.951,"(72.8023378, 40.481522)","(72.8026525, 40.4814839)"
Ишматова улица,88.177,"(72.8023378, 40.481522)","(72.8012985, 40.4815847)"
Ишматова улица,159.381,"(72.7984694, 40.4817209)","(72.8003531, 40.4816802)"
Ишматова улица,101.407,"(72.7984694, 40.4817209)","(72.7972716, 40.4817616)"
,86.383,"(72.7984694, 40.4817209)","(72.7985201, 40.4824968)"
Мусы Джалиля улица,83.548,"(72.8003531, 40.4816802)","(72.800428, 40.4824294)"
Мусы Джалиля улица,71.555,"(72.8003531, 40.4816802)","(72.8003748, 40.4810369)"
Ишматова улица,159.381,"(72.8003531, 40.4816802)","(72.7984694, 40.4817209)"
Ишматова улица,80.715,"(72.8003531, 40.4816802)","(72.8012985, 40.4815847)"
Ишматова улица,13.937,"(72.806837, 40.4800798)","(72.8069623, 40.4799984)"
Ишматова улица,88.609,"(72.806837, 40.4800798)","(72.8060296, 40.4805876)"
Крылова улица,158.372,"(72.806837, 40.4800798)","(72.8069647, 40.4814996)"
Юлиуса Фучика,295.75600000000003,"(72.8120396, 40.4780773)","(72.8131597, 40.4805958)"
Ишматова улица,75.438,"(72.8120396, 40.4780773)","(72.8129251, 40.4780968)"
Ишматова улица,79.755,"(72.8120396, 40.4780773)","(72.8111122, 40.4781961)"
Репина улица,58.745,"(72.818205, 40.478831)","(72.818442, 40.4793276)"
Ишматова улица,82.356,"(72.818205, 40.478831)","(72.8191638, 40.4789601)"
Ишматова улица,173.388,"(72.818205, 40.478831)","(72.8161918, 40.4785377)"
Дружбы улица,80.415,"(72.8042508, 40.4829954)","(72.805197, 40.4829242)"
Дружбы улица,73.259,"(72.8042508, 40.4829954)","(72.8033846, 40.4829961)"
Сыдыкова улица,139.142,"(72.8042508, 40.4829954)","(72.8043979, 40.4817493)"
Сыдыкова улица,146.692,"(72.8042508, 40.4829954)","(72.80449, 40.4842802)"
Дружбы улица,73.259,"(72.8033846, 40.4829961)","(72.8042508, 40.4829954)"
Дружбы улица,152.547,"(72.8033846, 40.4829961)","(72.8015857, 40.4830961)"
Алимжана улица,98.465,"(72.8033846, 40.4829961)","(72.8033785, 40.4838816)"
Суворова улица,186.155,"(72.8033846, 40.4829961)","(72.8024208, 40.4822151)"
,77.388,"(72.8024208, 40.4822151)","(72.8023378, 40.481522)"
,30.158,"(72.8024208, 40.4822151)","(72.8024904, 40.4824811)"
Суворова улица,85.685,"(72.8024208, 40.4822151)","(72.8014123, 40.4822886)"
Суворова улица,186.155,"(72.8024208, 40.4822151)","(72.8033846, 40.4829961)"
Ражимова улица,90.98,"(72.8015857, 40.4830961)","(72.8014123, 40.4822886)"
Ражимова улица,109.851,"(72.8015857, 40.4830961)","(72.8019157, 40.4840516)"
Дружбы улица,152.547,"(72.8015857, 40.4830961)","(72.8033846, 40.4829961)"
Дружбы улица,82.469,"(72.8015857, 40.4830961)","(72.8006157, 40.4831719)"
,30.158,"(72.8024904, 40.4824811)","(72.8024208, 40.4822151)"
Ражимова улица,78.86,"(72.8012985, 40.4815847)","(72.8014123, 40.4822886)"
Ишматова улица,88.177,"(72.8012985, 40.4815847)","(72.8023378, 40.481522)"
Ишматова улица,80.715,"(72.8012985, 40.4815847)","(72.8003531, 40.4816802)"
Мусы Джалиля улица,84.075,"(72.8006157, 40.4831719)","(72.800428, 40.4824294)"
Дружбы улица,82.469,"(72.8006157, 40.4831719)","(72.8015857, 40.4830961)"
Дружбы улица,111.04,"(72.8006157, 40.4831719)","(72.799312, 40.4832901)"
Мусы Джалиля улица,163.724,"(72.8006157, 40.4831719)","(72.8011468, 40.4845877)"
Мусы Джалиля улица,84.075,"(72.800428, 40.4824294)","(72.8006157, 40.4831719)"
Мусы Джалиля улица,83.548,"(72.800428, 40.4824294)","(72.8003531, 40.4816802)"
Суворова улица,116.89699999999999,"(72.800428, 40.4824294)","(72.7990483, 40.4824907)"
Суворова улица,44.678,"(72.7985201, 40.4824968)","(72.7990483, 40.4824907)"
,86.383,"(72.7985201, 40.4824968)","(72.7984694, 40.4817209)"
,17.717,"(72.7985201, 40.4824968)","(72.7984801, 40.4826532)"
Ишматова улица,101.407,"(72.7972716, 40.4817616)","(72.7984694, 40.4817209)"
Ишматова улица,52.735,"(72.7972716, 40.4817616)","(72.7966487, 40.4817828)"
,61.547000000000004,"(72.7972716, 40.4817616)","(72.7971597, 40.4823062)"
,45.189,"(72.7971597, 40.4823062)","(72.7973117, 40.4826958)"
,61.547000000000004,"(72.7971597, 40.4823062)","(72.7972716, 40.4817616)"
,185.311,"(72.7971597, 40.4823062)","(72.7971134, 40.483952)"
,45.189,"(72.7973117, 40.4826958)","(72.7971597, 40.4823062)"
,94.686,"(72.7973117, 40.4826958)","(72.7976795, 40.4834992)"
,99.176,"(72.7973117, 40.4826958)","(72.7984801, 40.4826532)"
,79.923,"(72.7986242, 40.483481)","(72.7976795, 40.4834992)"
,17.717,"(72.7984801, 40.4826532)","(72.7985201, 40.4824968)"
,99.176,"(72.7984801, 40.4826532)","(72.7973117, 40.4826958)"
,86.202,"(72.7984801, 40.4826532)","(72.7979199, 40.4830793)"
,86.202,"(72.7979199, 40.4830793)","(72.7984801, 40.4826532)"
Ишматова улица,39.149,"(72.8040318, 40.481292)","(72.8044878, 40.4812315)"
,349.478,"(72.8040318, 40.481292)","(72.8039931, 40.4781496)"
Ишматова улица,64.255,"(72.8040318, 40.481292)","(72.8032873, 40.4814069)"
Ишматова улица,69.998,"(72.8069623, 40.4799984)","(72.807581, 40.4795803)"
Ишматова улица,13.937,"(72.8069623, 40.4799984)","(72.806837, 40.4800798)"
Крылова улица,362.269,"(72.8069623, 40.4799984)","(72.8053535, 40.4769803)"
,17.565,"(72.8053535, 40.4769803)","(72.8052687, 40.4768361)"
Крылова улица,362.269,"(72.8053535, 40.4769803)","(72.8069623, 40.4799984)"
Тайгараева улица,77.139,"(72.8053535, 40.4769803)","(72.806264, 40.476948)"
Тайгараева улица,214.445,"(72.806264, 40.476948)","(72.8086827, 40.4775022)"
Тайгараева улица,77.139,"(72.806264, 40.476948)","(72.8053535, 40.4769803)"
Толонова улица,314.17699999999996,"(72.806264, 40.476948)","(72.807581, 40.4795803)"
Тайгараева улица,119.791,"(72.8086827, 40.4775022)","(72.8100339, 40.477825)"
Тайгараева улица,214.445,"(72.8086827, 40.4775022)","(72.806264, 40.476948)"
Бакыт улица,68.793,"(72.8086827, 40.4775022)","(72.8085822, 40.4768906)"
Бакыт улица,134.755,"(72.8086827, 40.4775022)","(72.8090039, 40.4786885)"
Тайгараева улица,70.74,"(72.8100339, 40.477825)","(72.8103123, 40.4784249)"
Тайгараева улица,119.791,"(72.8100339, 40.477825)","(72.8086827, 40.4775022)"
,76.149,"(72.8100339, 40.477825)","(72.8108901, 40.4776386)"
Тайгараева улица,135.969,"(72.8103123, 40.4784249)","(72.8107932, 40.4795917)"
Тайгараева улица,70.74,"(72.8103123, 40.4784249)","(72.8100339, 40.477825)"
Ишматова улица,72.282,"(72.8103123, 40.4784249)","(72.8111122, 40.4781961)"
Ишматова улица,83.541,"(72.8103123, 40.4784249)","(72.8093522, 40.4786013)"
Тайгараева улица,135.969,"(72.8107932, 40.4795917)","(72.8103123, 40.4784249)"
Космонавтов улица,111.055,"(72.8107932, 40.4795917)","(72.8096133, 40.4791535)"
Космонавтов улица,85.49799999999999,"(72.8107932, 40.4795917)","(72.8116869, 40.4799494)"
,47.081,"(72.8085822, 40.4768906)","(72.8087247, 40.4764813)"
Бакыт улица,206.68,"(72.8085822, 40.4768906)","(72.8062956, 40.4762381)"
