Название улицы,Длина,Начальные координаты,Конечные координаты
Мияшева улица,346.098,"(72.8158625, 40.5113361)","(72.8155665, 40.513776)"
,141.114,"(72.8158625, 40.5113361)","(72.8146067, 40.5112359)"
,119.572,"(72.8221077, 40.5046001)","(72.8223069, 40.5035695)"
,29.236,"(72.8228212, 40.5075536)","(72.8226788, 40.5077932)"
,24.016,"(72.8228212, 40.5075536)","(72.8230768, 40.5076219)"
,72.426,"(72.8228212, 40.5075536)","(72.822392, 40.5072362)"
,38.252,"(72.8216972, 40.5018803)","(72.8214005, 40.50214)"
,24.04,"(72.8216972, 40.5018803)","(72.8219088, 40.5017359)"
,165.733,"(72.8216972, 40.5018803)","(72.8210296, 40.5032794)"
,48.31,"(72.8204907, 40.503135)","(72.8210296, 40.5032794)"
,48.31,"(72.8210296, 40.5032794)","(72.8204907, 40.503135)"
,50.774,"(72.8210296, 40.5032794)","(72.8215592, 40.5034943)"
,165.733,"(72.8210296, 40.5032794)","(72.8216972, 40.5018803)"
Аскар Шакиров,57.797,"(72.82214, 40.507689)","(72.8218733, 40.5081676)"
Аскар Шакиров,54.67099999999999,"(72.82214, 40.507689)","(72.822392, 40.5072362)"
,47.352999999999994,"(72.82214, 40.507689)","(72.8226788, 40.5077932)"
,89.333,"(72.8185896, 40.5068392)","(72.8175979, 40.5065619)"
,18.742,"(72.8225181, 40.5036207)","(72.8223069, 40.5035695)"
,8.735,"(72.8225181, 40.5036207)","(72.822598, 40.5035709)"
,57.627,"(72.8225181, 40.5036207)","(72.8227825, 40.503456)"
,8.735,"(72.822598, 40.5035709)","(72.8225181, 40.5036207)"
,20.164,"(72.822598, 40.5035709)","(72.8227825, 40.503456)"
,59.937,"(72.822598, 40.5035709)","(72.8232772, 40.5037253)"
Ташкентская улица,59.969,"(72.8199268, 40.5062499)","(72.820578, 40.5064637)"
Ташкентская улица,193.53199999999998,"(72.8199268, 40.5062499)","(72.8178283, 40.5055548)"
,87.167,"(72.8199268, 40.5062499)","(72.8195522, 40.5057611)"
,116.636,"(72.8185349, 40.507023)","(72.8175979, 40.5065619)"
,45.341,"(72.8205605, 40.5093069)","(72.8208933, 40.5094594)"
,18.742,"(72.8223069, 40.5035695)","(72.8225181, 40.5036207)"
,119.572,"(72.8223069, 40.5035695)","(72.8221077, 40.5046001)"
,88.52199999999999,"(72.8223069, 40.5035695)","(72.8216122, 40.5033581)"
,24.016,"(72.8230768, 40.5076219)","(72.8228212, 40.5075536)"
,21.653,"(72.8186601, 40.5102681)","(72.8187512, 40.5100861)"
,128.713,"(72.8186601, 40.5102681)","(72.8180566, 40.5112871)"
,97.931,"(72.8186601, 40.5102681)","(72.817902, 40.5107101)"
,76.974,"(72.8214005, 40.50214)","(72.821109, 40.5027958)"
,38.252,"(72.8214005, 40.50214)","(72.8216972, 40.5018803)"
,56.726,"(72.8214005, 40.50214)","(72.8209684, 40.5025144)"
,41.361000000000004,"(72.8285448, 40.4999285)","(72.8282048, 40.4997302)"
,54.399,"(72.83114, 40.4852385)","(72.8311037, 40.4857243)"
,119.449,"(72.831647, 40.4928732)","(72.8303343, 40.4924765)"
,167.581,"(72.831647, 40.4928732)","(72.8325251, 40.4917184)"
,152.42600000000002,"(72.831647, 40.4928732)","(72.831243, 40.4941455)"
,63.128,"(72.8289175, 40.4931561)","(72.828659, 40.4936887)"
,87.344,"(72.8289175, 40.4931561)","(72.8298342, 40.4934682)"
,95.41,"(72.8289175, 40.4931561)","(72.8278719, 40.4928352)"
,127.266,"(72.8281798, 40.4965624)","(72.8295751, 40.4969915)"
Насирдин Исанов,12.5,"(72.8281798, 40.4965624)","(72.8281469, 40.496672)"
Насирдин Исанов,115.911,"(72.8281798, 40.4965624)","(72.8286689, 40.4955886)"
Насиридин Исанова,77.805,"(72.8281798, 40.4965624)","(72.8273204, 40.4963124)"
Насиридин Исанова,72.59,"(72.8265177, 40.4960473)","(72.8257387, 40.495773)"
Насиридин Исанова,74.0,"(72.8265177, 40.4960473)","(72.8273204, 40.4963124)"
,12.469,"(72.8265177, 40.4960473)","(72.8265757, 40.4959442)"
,29.197,"(72.8297346, 40.4892695)","(72.8300631, 40.4893503)"
,57.111000000000004,"(72.8297346, 40.4892695)","(72.8291597, 40.489118)"
,67.916,"(72.8297346, 40.4892695)","(72.8298367, 40.488691)"
Насирдин Исанов,115.911,"(72.8286689, 40.4955886)","(72.8281798, 40.4965624)"
Насирдин Исанов,255.541,"(72.8286689, 40.4955886)","(72.8298342, 40.4934682)"
,58.620000000000005,"(72.8286689, 40.4955886)","(72.8280375, 40.4953721)"
,27.614,"(72.835385, 40.4839642)","(72.8352764, 40.4841984)"
,16.055,"(72.835385, 40.4839642)","(72.8354628, 40.4838325)"
,18.896,"(72.835385, 40.4839642)","(72.8355826, 40.4840433)"
,60.856,"(72.835385, 40.4839642)","(72.8347378, 40.4841971)"
Насирдина Исанова улица,81.91,"(72.8272992, 40.4936174)","(72.826788, 40.4942431)"
,133.348,"(72.8272992, 40.4936174)","(72.828659, 40.4936887)"
Насирдина Исанова улица,99.551,"(72.8272992, 40.4936174)","(72.8278719, 40.4928352)"
,31.629,"(72.8293776, 40.4911889)","(72.8295275, 40.4909283)"
Насирдин Исанов,72.325,"(72.8301489, 40.4928634)","(72.8298342, 40.4934682)"
Насирдин Исанов,45.789,"(72.8301489, 40.4928634)","(72.8303343, 40.4924765)"
,43.276,"(72.8301489, 40.4928634)","(72.830659, 40.492832)"
,152.42600000000002,"(72.831243, 40.4941455)","(72.831647, 40.4928732)"
,58.283,"(72.8312658, 40.4858204)","(72.8313481, 40.4853)"
,17.777,"(72.8312658, 40.4858204)","(72.8311037, 40.4857243)"
,64.072,"(72.8312658, 40.4858204)","(72.8318847, 40.4861164)"
,93.55199999999999,"(72.8312658, 40.4858204)","(72.8320111, 40.4852146)"
,81.999,"(72.8310561, 40.4864867)","(72.8318847, 40.4861164)"
,29.298,"(72.8343528, 40.4857103)","(72.8345305, 40.4854906)"
,32.678,"(72.8291724, 40.4908124)","(72.8295275, 40.4909283)"
Насиридин Исанов,137.658,"(72.8291724, 40.4908124)","(72.8284947, 40.491938)"
Насиридин Исанов,171.595,"(72.8291724, 40.4908124)","(72.8301246, 40.4894497)"
,29.197,"(72.8300631, 40.4893503)","(72.8297346, 40.4892695)"
,12.215,"(72.8300631, 40.4893503)","(72.8301246, 40.4894497)"
,134.565,"(72.8300631, 40.4893503)","(72.8305146, 40.4883666)"
,29.102,"(72.8340201, 40.4886559)","(72.8337928, 40.4888524)"
,75.13400000000001,"(72.8340201, 40.4886559)","(72.8348972, 40.4885678)"
,54.984,"(72.8340201, 40.4886559)","(72.8342906, 40.4882208)"
,26.939,"(72.8354628, 40.4838325)","(72.8355933, 40.4836115)"
,16.055,"(72.8354628, 40.4838325)","(72.835385, 40.4839642)"
,18.490000000000002,"(72.8354628, 40.4838325)","(72.8356576, 40.4839076)"
улица Абакир уулу Торобека,38.386,"(72.8275307, 40.4988696)","(72.8279684, 40.4989612)"
,87.08699999999999,"(72.8275307, 40.4988696)","(72.8277327, 40.4996366)"
улица Абакир уулу Торобека,33.127,"(72.8275307, 40.4988696)","(72.8271868, 40.498745)"
Насиридин Исанов,89.822,"(72.8331793, 40.4850158)","(72.832612, 40.4856987)"
Насиридин Исанов,15.743,"(72.8331793, 40.4850158)","(72.8332766, 40.4848951)"
,45.079,"(72.8331793, 40.4850158)","(72.8327036, 40.4848329)"
,92.14699999999999,"(72.828194, 40.5001781)","(72.8275049, 40.4997957)"
,60.372,"(72.8330688, 40.4861858)","(72.8324229, 40.4859546)"
,61.81,"(72.8330688, 40.4861858)","(72.8333911, 40.4856869)"
,59.074,"(72.8330688, 40.4861858)","(72.8336954, 40.4864206)"
,123.513,"(72.8284947, 40.491938)","(72.8298651, 40.4923223)"
Насиридин Исанов,112.813,"(72.8284947, 40.491938)","(72.8278719, 40.4928352)"
Насиридин Исанов,137.658,"(72.8284947, 40.491938)","(72.8291724, 40.4908124)"
,22.263,"(72.828659, 40.4936887)","(72.8285681, 40.4938766)"
,63.128,"(72.828659, 40.4936887)","(72.8289175, 40.4931561)"
,133.34799999999998,"(72.828659, 40.4936887)","(72.8272992, 40.4936174)"
,97.29400000000001,"(72.8357428, 40.4873368)","(72.8356068, 40.4866685)"
,41.252,"(72.8282048, 40.4997302)","(72.8277327, 40.4996366)"
,88.263,"(72.8282048, 40.4997302)","(72.8279684, 40.4989612)"
,41.361,"(72.8282048, 40.4997302)","(72.8285448, 40.4999285)"
,75.475,"(72.8261481, 40.5080826)","(72.8264993, 40.5086714)"
,12.469,"(72.8265757, 40.4959442)","(72.8265177, 40.4960473)"
,110.643,"(72.8265757, 40.4959442)","(72.8277826, 40.4963284)"
,33.25,"(72.8265757, 40.4959442)","(72.8267571, 40.4956789)"
,134.565,"(72.8305146, 40.4883666)","(72.8300631, 40.4893503)"
,66.156,"(72.8280375, 40.4953721)","(72.8273439, 40.4951113)"
,97.934,"(72.8280375, 40.4953721)","(72.8275978, 40.4961768)"
,58.620000000000005,"(72.8280375, 40.4953721)","(72.8286689, 40.4955886)"
,45.931,"(72.8341984, 40.4890929)","(72.8337928, 40.4888524)"
,43.276,"(72.830659, 40.492832)","(72.8301489, 40.4928634)"
улица Абакир уулу Торобека,105.633,"(72.8248749, 40.5033097)","(72.8247604, 40.5026145)"
,95.41,"(72.8278719, 40.4928352)","(72.8289175, 40.4931561)"
Насиридин Исанов,112.813,"(72.8278719, 40.4928352)","(72.8284947, 40.491938)"
Насирдина Исанова улица,99.551,"(72.8278719, 40.4928352)","(72.8272992, 40.4936174)"
,67.916,"(72.8298367, 40.488691)","(72.8297346, 40.4892695)"
,17.881,"(72.8355933, 40.4836115)","(72.8356799, 40.4834648)"
,26.939,"(72.8355933, 40.4836115)","(72.8354628, 40.4838325)"
,19.23,"(72.8355933, 40.4836115)","(72.8358016, 40.4836808)"
,103.523,"(72.8281469, 40.496672)","(72.8292835, 40.497018)"
Насирдин Исанов,12.5,"(72.8281469, 40.496672)","(72.8281798, 40.4965624)"
Насирдин Исанов,87.206,"(72.8281469, 40.496672)","(72.8279823, 40.4974385)"
,45.079,"(72.8327036, 40.4848329)","(72.8331793, 40.4850158)"
,47.379,"(72.8327036, 40.4848329)","(72.8329644, 40.4844558)"
,136.304,"(72.8327036, 40.4848329)","(72.8313481, 40.4853)"
Кулматова улица,449.348,"(72.8371895, 40.4828733)","(72.834541, 40.4863541)"
,122.26799999999999,"(72.834541, 40.4863541)","(72.8336954, 40.4864206)"
Кулматова улица,449.348,"(72.834541, 40.4863541)","(72.8371895, 40.4828733)"
Кулматова улица,439.10999999999996,"(72.834541, 40.4863541)","(72.8326457, 40.4900178)"
улица Абакир уулу Торобека,162.21800000000002,"(72.8279823, 40.4974385)","(72.8271868, 40.498745)"
Насирдин Исанов,238.679,"(72.8279823, 40.4974385)","(72.8279684, 40.4989612)"
Насирдин Исанов,87.206,"(72.8279823, 40.4974385)","(72.8281469, 40.496672)"
,29.487000000000002,"(72.8266346, 40.4949493)","(72.8262942, 40.4949001)"
,62.844,"(72.8266346, 40.4949493)","(72.8273439, 40.4951113)"
,29.387,"(72.8266346, 40.4949493)","(72.8265326, 40.4951955)"
,13.014,"(72.8277327, 40.4996366)","(72.827584, 40.4996064)"
,41.252,"(72.8277327, 40.4996366)","(72.8282048, 40.4997302)"
,87.08699999999999,"(72.8277327, 40.4996366)","(72.8275307, 40.4988696)"
,48.493,"(72.8311044, 40.4894982)","(72.8308642, 40.4898942)"
,110.643,"(72.8277826, 40.4963284)","(72.8265757, 40.4959442)"
,22.086,"(72.8275049, 40.4997957)","(72.827584, 40.4996064)"
,57.145,"(72.8275049, 40.4997957)","(72.8273003, 40.5002855)"
,92.14699999999999,"(72.8275049, 40.4997957)","(72.828194, 40.5001781)"
Насиридин Исанов,35.687,"(72.8303341, 40.4891711)","(72.8301246, 40.4894497)"
Насиридин Исанов,89.00999999999999,"(72.8303341, 40.4891711)","(72.8307911, 40.48845)"
Кулматова улица,218.183,"(72.8303341, 40.4891711)","(72.8326457, 40.4900178)"
улица Абакир уулу Торобека,162.21800000000002,"(72.8271868, 40.498745)","(72.8279823, 40.4974385)"
улица Абакир уулу Торобека,33.127,"(72.8271868, 40.498745)","(72.8275307, 40.4988696)"
,115.53399999999999,"(72.8271868, 40.498745)","(72.827584, 40.4996064)"
Насирдин Исанов,255.541,"(72.8298342, 40.4934682)","(72.8286689, 40.4955886)"
Насирдин Исанов,72.325,"(72.8298342, 40.4934682)","(72.8301489, 40.4928634)"
,87.344,"(72.8298342, 40.4934682)","(72.8289175, 40.4931561)"
Насиридин Исанова,74.0,"(72.8273204, 40.4963124)","(72.8265177, 40.4960473)"
Насиридин Исанова,77.805,"(72.8273204, 40.4963124)","(72.8281798, 40.4965624)"
,90.36,"(72.8273204, 40.4963124)","(72.826741, 40.4969863)"
,58.283,"(72.8313481, 40.4853)","(72.8312658, 40.4858204)"
,136.304,"(72.8313481, 40.4853)","(72.8327036, 40.4848329)"
,136.024,"(72.8313481, 40.4853)","(72.8320104, 40.4842194)"
,25.559,"(72.8318006, 40.4868713)","(72.8320689, 40.4869771)"
Насиридин Исанов,95.799,"(72.8318006, 40.4868713)","(72.8313012, 40.4876446)"
Насиридин Исанов,60.543,"(72.8318006, 40.4868713)","(72.832121, 40.4863844)"
,9.378,"(72.8337953, 40.4864572)","(72.8336954, 40.4864206)"
,16.749,"(72.8308642, 40.4898942)","(72.8307813, 40.490031)"
,48.493,"(72.8308642, 40.4898942)","(72.8311044, 40.4894982)"
,32.671,"(72.8308642, 40.4898942)","(72.8312191, 40.4900103)"
,167.581,"(72.8325251, 40.4917184)","(72.831647, 40.4928732)"
,19.153,"(72.8326457, 40.4900178)","(72.8328581, 40.4900776)"
Кулматова улица,439.11,"(72.8326457, 40.4900178)","(72.834541, 40.4863541)"
Кулматова улица,218.18300000000002,"(72.8326457, 40.4900178)","(72.8303341, 40.4891711)"
,14.863,"(72.8323729, 40.4869464)","(72.8322939, 40.4870658)"
,85.112,"(72.826788, 40.4942431)","(72.8277027, 40.4945625)"
Насирдина Исанова улица,81.91,"(72.826788, 40.4942431)","(72.8272992, 40.4936174)"
Насирдина Исанова улица,84.146,"(72.826788, 40.4942431)","(72.8262942, 40.4949001)"
,17.881,"(72.8356799, 40.4834648)","(72.8355933, 40.4836115)"
,18.042,"(72.8356799, 40.4834648)","(72.8358726, 40.4835343)"
,178.36599999999999,"(72.8356799, 40.4834648)","(72.8371078, 40.4823134)"
,46.575,"(72.8309734, 40.4907141)","(72.8304704, 40.4905435)"
,103.523,"(72.8292835, 40.497018)","(72.8281469, 40.496672)"
,119.449,"(72.8303343, 40.4924765)","(72.831647, 40.4928732)"
Насирдин Исанов,45.789,"(72.8303343, 40.4924765)","(72.8301489, 40.4928634)"
,43.284000000000006,"(72.8303343, 40.4924765)","(72.8298651, 40.4923223)"
,60.488,"(72.8349821, 40.4864036)","(72.8356068, 40.4866685)"
Кулатова улица,86.248,"(72.8349821, 40.4864036)","(72.8355013, 40.485736)"
Кулатова улица,299.251,"(72.8349821, 40.4864036)","(72.8333751, 40.4887866)"
улица Абакир уулу Торобека,38.386,"(72.8279684, 40.4989612)","(72.8275307, 40.4988696)"
Насирдин Исанов,238.679,"(72.8279684, 40.4989612)","(72.8279823, 40.4974385)"
,88.263,"(72.8279684, 40.4989612)","(72.8282048, 40.4997302)"
,62.76,"(72.8307813, 40.490031)","(72.8304704, 40.4905435)"
,16.749,"(72.8307813, 40.490031)","(72.8308642, 40.4898942)"
,63.663999999999994,"(72.8307813, 40.490031)","(72.8307052, 40.4896151)"
,23.846,"(72.8313012, 40.4876446)","(72.8315572, 40.4877345)"
Насиридин Исанов,99.40400000000001,"(72.8313012, 40.4876446)","(72.8307911, 40.48845)"
Насиридин Исанов,95.799,"(72.8313012, 40.4876446)","(72.8318006, 40.4868713)"
улица Абакир уулу Торобека,107.851,"(72.8253559, 40.5024428)","(72.8257371, 40.5015172)"
улица Абакир уулу Торобека,35.945,"(72.8253559, 40.5024428)","(72.8252289, 40.5027513)"
,152.299,"(72.8253559, 40.5024428)","(72.8236826, 40.5019359)"
,13.014,"(72.827584, 40.4996064)","(72.8277327, 40.4996366)"
,22.086,"(72.827584, 40.4996064)","(72.8275049, 40.4997957)"
,115.53399999999999,"(72.827584, 40.4996064)","(72.8271868, 40.498745)"
,19.757,"(72.8347076, 40.4852854)","(72.8345208, 40.4853921)"
,130.183,"(72.8347076, 40.4852854)","(72.8352764, 40.4841984)"
,16.744,"(72.8347076, 40.4852854)","(72.8348935, 40.485337)"
Насирдина Исанова улица,107.831,"(72.8262942, 40.4949001)","(72.8257387, 40.495773)"
Насирдина Исанова улица,84.146,"(72.8262942, 40.4949001)","(72.826788, 40.4942431)"
,29.487000000000002,"(72.8262942, 40.4949001)","(72.8266346, 40.4949493)"
,218.05,"(72.8262942, 40.4949001)","(72.8239747, 40.4940455)"
,42.70399999999999,"(72.8311037, 40.4857243)","(72.8306147, 40.4856526)"
,54.399,"(72.8311037, 40.4857243)","(72.83114, 40.4852385)"
,17.777,"(72.8311037, 40.4857243)","(72.8312658, 40.4858204)"
,19.153,"(72.8328581, 40.4900776)","(72.8326457, 40.4900178)"
Кулатова улица,150.063,"(72.8328581, 40.4900776)","(72.8333751, 40.4887866)"
Кулатова улица,55.449,"(72.8328581, 40.4900776)","(72.8326233, 40.4905432)"
,112.64699999999999,"(72.8328581, 40.4900776)","(72.8339458, 40.4900841)"
,36.074,"(72.8333751, 40.4887866)","(72.8337928, 40.4888524)"
Кулатова улица,150.063,"(72.8333751, 40.4887866)","(72.8328581, 40.4900776)"
Кулатова улица,299.251,"(72.8333751, 40.4887866)","(72.8349821, 40.4864036)"
Насиридин Исанов,15.743,"(72.8332766, 40.4848951)","(72.8331793, 40.4850158)"
Насиридин Исанов,38.326,"(72.8332766, 40.4848951)","(72.8335002, 40.4845953)"
,120.79499999999999,"(72.8332766, 40.4848951)","(72.8345208, 40.4853921)"
,62.76,"(72.8304704, 40.4905435)","(72.8307813, 40.490031)"
,46.575,"(72.8304704, 40.4905435)","(72.8309734, 40.4907141)"
,118.58099999999999,"(72.8304704, 40.4905435)","(72.8295275, 40.4909283)"
,15.865,"(72.8317291, 40.487952)","(72.8318064, 40.487822)"
,69.19,"(72.8347378, 40.4841971)","(72.8340259, 40.4838905)"
,83.271,"(72.8347378, 40.4841971)","(72.8342815, 40.4848607)"
,60.856,"(72.8347378, 40.4841971)","(72.835385, 40.4839642)"
Кулатова улица,55.449,"(72.8326233, 40.4905432)","(72.8328581, 40.4900776)"
,60.488,"(72.8356068, 40.4866685)","(72.8349821, 40.4864036)"
,41.423,"(72.8356068, 40.4866685)","(72.8360197, 40.4864681)"
,97.29400000000001,"(72.8356068, 40.4866685)","(72.8357428, 40.4873368)"
,29.387,"(72.8265326, 40.4951955)","(72.8266346, 40.4949493)"
,18.384,"(72.8322939, 40.4870658)","(72.8321997, 40.4872148)"
,14.863,"(72.8322939, 40.4870658)","(72.8323729, 40.4869464)"
,21.432,"(72.8322939, 40.4870658)","(72.8320689, 40.4869771)"
Насиридин Исанов,54.184,"(72.8324229, 40.4859546)","(72.832121, 40.4863844)"
Насиридин Исанов,32.641,"(72.8324229, 40.4859546)","(72.832612, 40.4856987)"
,60.372,"(72.8324229, 40.4859546)","(72.8330688, 40.4861858)"
,32.671,"(72.8312191, 40.4900103)","(72.8308642, 40.4898942)"
,13.51,"(72.8318847, 40.4861164)","(72.8319737, 40.4862173)"
,81.999,"(72.8318847, 40.4861164)","(72.8310561, 40.4864867)"
,64.072,"(72.8318847, 40.4861164)","(72.8312658, 40.4858204)"
,67.305,"(72.8284362, 40.4947975)","(72.8277027, 40.4945625)"
,75.134,"(72.8348972, 40.4885678)","(72.8340201, 40.4886559)"
Кулатова улица,86.248,"(72.8355013, 40.485736)","(72.8349821, 40.4864036)"
Кулатова улица,274.05,"(72.8355013, 40.485736)","(72.8373465, 40.4839781)"
,98.619,"(72.8355013, 40.485736)","(72.8364134, 40.4858709)"
,9.378,"(72.8336954, 40.4864206)","(72.8337953, 40.4864572)"
,122.268,"(72.8336954, 40.4864206)","(72.834541, 40.4863541)"
,59.074,"(72.8336954, 40.4864206)","(72.8330688, 40.4861858)"
,16.923,"(72.8318064, 40.487822)","(72.8318941, 40.4876852)"
,15.865,"(72.8318064, 40.487822)","(72.8317291, 40.487952)"
,23.212,"(72.8318064, 40.487822)","(72.8315572, 40.4877345)"
,19.757,"(72.8345208, 40.4853921)","(72.8347076, 40.4852854)"
,12.586,"(72.8345208, 40.4853921)","(72.8345305, 40.4854906)"
,120.79500000000002,"(72.8345208, 40.4853921)","(72.8332766, 40.4848951)"
,78.09899999999999,"(72.8285816, 40.503718)","(72.8284592, 40.5043679)"
,112.647,"(72.8339458, 40.4900841)","(72.8328581, 40.4900776)"
,6.312,"(72.8345305, 40.4854906)","(72.8345945, 40.4855198)"
,29.298,"(72.8345305, 40.4854906)","(72.8343528, 40.4857103)"
,12.586,"(72.8345305, 40.4854906)","(72.8345208, 40.4853921)"
,32.678,"(72.8295275, 40.4909283)","(72.8291724, 40.4908124)"
,31.629,"(72.8295275, 40.4909283)","(72.8293776, 40.4911889)"
,118.581,"(72.8295275, 40.4909283)","(72.8304704, 40.4905435)"
,29.102,"(72.8337928, 40.4888524)","(72.8340201, 40.4886559)"
,36.074,"(72.8337928, 40.4888524)","(72.8333751, 40.4887866)"
,45.931,"(72.8337928, 40.4888524)","(72.8341984, 40.4890929)"
,83.271,"(72.8342815, 40.4848607)","(72.8347378, 40.4841971)"
,222.188,"(72.8310815, 40.4937248)","(72.8304072, 40.4956239)"
,16.923,"(72.8318941, 40.4876852)","(72.8318064, 40.487822)"
Насиридин Исанов,90.103,"(72.8340259, 40.4838905)","(72.8335002, 40.4845953)"
,69.19,"(72.8340259, 40.4838905)","(72.8347378, 40.4841971)"
Насиридин Исанов,213.116,"(72.8340259, 40.4838905)","(72.8351887, 40.4821921)"
,61.81,"(72.8333911, 40.4856869)","(72.8330688, 40.4861858)"
Насиридин Исанов,35.687,"(72.8301246, 40.4894497)","(72.8303341, 40.4891711)"
,12.215,"(72.8301246, 40.4894497)","(72.8300631, 40.4893503)"
,37.693,"(72.8301246, 40.4894497)","(72.830542, 40.4895686)"
Насиридин Исанов,171.59500000000003,"(72.8301246, 40.4894497)","(72.8291724, 40.4908124)"
,67.305,"(72.8277027, 40.4945625)","(72.8284362, 40.4947975)"
,85.112,"(72.8277027, 40.4945625)","(72.826788, 40.4942431)"
,68.15,"(72.8277027, 40.4945625)","(72.8273439, 40.4951113)"
,27.614,"(72.8352764, 40.4841984)","(72.835385, 40.4839642)"
,130.183,"(72.8352764, 40.4841984)","(72.8347076, 40.4852854)"
,16.171,"(72.8352764, 40.4841984)","(72.8354506, 40.4842581)"
,68.15,"(72.8273439, 40.4951113)","(72.8277027, 40.4945625)"
,62.844,"(72.8273439, 40.4951113)","(72.8266346, 40.4949493)"
,66.156,"(72.8273439, 40.4951113)","(72.8280375, 40.4953721)"
,45.554,"(72.7565339, 40.4747623)","(72.7566176, 40.475167)"
,49.351,"(72.7565339, 40.4747623)","(72.7564984, 40.4743193)"
,149.88500000000002,"(72.7565339, 40.4747623)","(72.7572926, 40.4758516)"
,4106.043000000001,"(72.7627957, 40.4259368)","(72.7595407, 40.4621037)"
,22.032,"(72.7637131, 40.5067151)","(72.7639543, 40.5067901)"
,82.745,"(72.7637131, 40.5067151)","(72.7628523, 40.506361)"
Коргон 1 улица,43.086,"(72.7637131, 40.5067151)","(72.7635656, 40.507086)"
Калбай Исаков,84.634,"(72.7828903, 40.4803635)","(72.7838528, 40.4805717)"
Топчубаева улица,764.7850000000001,"(72.7828903, 40.4803635)","(72.7829268, 40.4872279)"
Калбай Исаков,127.37,"(72.7828903, 40.4803635)","(72.7814583, 40.48001)"
Калбай Исаков,250.321,"(72.7712237, 40.477701)","(72.7741654, 40.4774552)"
Ишматова улица,758.8730000000002,"(72.7712237, 40.477701)","(72.76373, 40.4786518)"
Нагорная улица,29.329,"(72.7712237, 40.477701)","(72.7711806, 40.4774393)"
Нагорная улица,39.29,"(72.7707705, 40.4753455)","(72.7703809, 40.4751599)"
Нагорная улица,116.825,"(72.7707705, 40.4753455)","(72.7710219, 40.4763684)"
Нагорная улица,208.853,"(72.7703809, 40.4751599)","(72.770867, 40.4733184)"
,80.221,"(72.7703809, 40.4751599)","(72.7702268, 40.4758717)"
Нагорная улица,39.29,"(72.7703809, 40.4751599)","(72.7707705, 40.4753455)"
Нагорная улица,208.853,"(72.770867, 40.4733184)","(72.7703809, 40.4751599)"
,80.221,"(72.7702268, 40.4758717)","(72.7703809, 40.4751599)"
Нагорная улица,41.945,"(72.7710885, 40.4767422)","(72.7710219, 40.4763684)"
Нагорная улица,77.905,"(72.7710885, 40.4767422)","(72.7711806, 40.4774393)"
,303.873,"(72.7710885, 40.4767422)","(72.7675735, 40.4762252)"
,213.654,"(72.7625167, 40.4747955)","(72.7642449, 40.4759404)"
Калбай Исаков,49.868,"(72.7814583, 40.48001)","(72.780902, 40.4798614)"
Калбай Исаков,127.37,"(72.7814583, 40.48001)","(72.7828903, 40.4803635)"
,29.830000000000002,"(72.7814583, 40.48001)","(72.7815592, 40.4797543)"
,6.255,"(72.7816189, 40.4796914)","(72.7815756, 40.479737)"
,402.29200000000003,"(72.7816189, 40.4796914)","(72.78341, 40.4763566)"
,221.143,"(72.7816189, 40.4796914)","(72.7822888, 40.477796)"
,67.069,"(72.78341, 40.4763566)","(72.7838767, 40.4758693)"
,402.292,"(72.78341, 40.4763566)","(72.7816189, 40.4796914)"
,196.087,"(72.78341, 40.4763566)","(72.7829754, 40.4750457)"
,2.372,"(72.7815592, 40.4797543)","(72.7815756, 40.479737)"
,29.83,"(72.7815592, 40.4797543)","(72.7814583, 40.48001)"
,71.274,"(72.7815592, 40.4797543)","(72.7807402, 40.4796034)"
,84.61999999999999,"(72.7807402, 40.4796034)","(72.7797868, 40.4793727)"
,71.274,"(72.7807402, 40.4796034)","(72.7815592, 40.4797543)"
Садовая улица,204.81400000000002,"(72.7807402, 40.4796034)","(72.7805873, 40.4777664)"
,19.454,"(72.7764732, 40.4785813)","(72.776277, 40.47849)"
Темирязева улица,6.939,"(72.7764732, 40.4785813)","(72.7765038, 40.4785234)"
,122.94800000000001,"(72.7764732, 40.4785813)","(72.7778562, 40.4789203)"
,19.454,"(72.776277, 40.47849)","(72.7764732, 40.4785813)"
,246.25900000000001,"(72.776277, 40.47849)","(72.774125, 40.4772028)"
Земляничная улица,338.815,"(72.776277, 40.47849)","(72.7755218, 40.4755215)"
,28.273,"(72.774125, 40.4772028)","(72.7741654, 40.4774552)"
,250.553,"(72.774125, 40.4772028)","(72.7711806, 40.4774393)"
,246.25900000000004,"(72.774125, 40.4772028)","(72.776277, 40.47849)"
,69.204,"(72.774125, 40.4772028)","(72.774745, 40.4770038)"
Нагорная улица,77.905,"(72.7711806, 40.4774393)","(72.7710885, 40.4767422)"
,250.553,"(72.7711806, 40.4774393)","(72.774125, 40.4772028)"
Нагорная улица,29.329,"(72.7711806, 40.4774393)","(72.7712237, 40.477701)"
,14.755,"(72.7805873, 40.4777664)","(72.7804159, 40.4777911)"
,10.99,"(72.7805873, 40.4777664)","(72.7807155, 40.4777825)"
Садовая улица,204.814,"(72.7805873, 40.4777664)","(72.7807402, 40.4796034)"
,10.99,"(72.7807155, 40.4777825)","(72.7805873, 40.4777664)"
,182.315,"(72.7807155, 40.4777825)","(72.781413, 40.4793127)"
Садовая улица,159.515,"(72.7807155, 40.4777825)","(72.7800043, 40.4764753)"
Садовая улица,159.515,"(72.7800043, 40.4764753)","(72.7807155, 40.4777825)"
